iter	Passed	Remaining
155	74931	4728349
156	75415	4728104
157	75865	4725762
158	76372	4726903
159	76893	4728974
160	77267	4721939
161	77710	4719236
162	78082	4712251
163	78464	4705973
164	79017	4709908
165	79457	4707153
166	79921	4705808
167	80380	4704157
168	80848	4703105
169	81293	4700700
170	81790	4701305
171	82302	4702738
172	82741	4700005
173	83236	4700480
174	83663	4697111
175	84149	4697072
176	84577	4693828
177	84957	4687946
178	85417	4686485
179	85797	4680723
180	86182	4675304
181	86708	4677467
182	87259	4681004
183	87705	4678908
184	88134	4675913
185	88584	4674009
186	89027	4671815
187	89435	4667787
188	89954	4669518
189	90373	4666139
190	90833	4664869
191	91329	4665417
192	91765	4662938
193	92177	4659253
194	92564	4654353
195	92936	4648744
196	93395	4647468
197	93819	4644526
198	94220	4640483
199	94694	4640021
200	95152	4638800
201	95593	4636744
202	96071	4636517
203	96459	4631950
204	96953	4632499
205	97440	4632673
206	97919	4632478
207	98332	4629202
208	98772	4627177
209	99318	4630156
210	99780	4629146
211	100234	4627792
212	100651	4624786
213	101058	4621279
214	101565	4622430
215	101977	4619214
216	102461	4619273
217	102923	4618354
218	103377	4617036
219	103800	4614392
220	104314	4615801
221	104785	4615266
222	105211	4612804
223	105632	4610111
224	106106	4609729
225	106548	4607997
226	107053	4608940
227	107509	4607810
228	107948	4605973
229	108375	4603592
230	108828	4602355
231	109295	4601729
232	109832	4604005
233	110257	4601595
234	110772	4602941
235	111187	4600132
236	111655	4599558
237	112255	4604344
238	112697	4602697
239	113215	4604105
240	113648	4602040
241	114065	4599371
242	114459	4595816
243	114961	4596564
244	115348	4592734
245	115824	4592500
246	116206	4588519
247	116644	4586763
248	117002	4581881
249	117423	4579499
250	117837	4576888
251	118416	4580659
252	118884	4580115
253	119345	4579307
254	119709	4574787
255	120267	4577666
256	120680	4575039
257	121105	4572899
258	121560	4571880
259	121944	4568233
260	122380	4566513
261	122720	4561279
262	123210	4561599
263	123628	4559259
264	124090	4558580
265	124477	4555124
266	125029	4557711
267	125432	4554881
268	125937	4555759
269	126500	4558687
270	126953	4557685
271	127347	4554556
272	127917	4557699
273	128485	4560751
274	129037	4563228
275	129543	4564075
276	130105	4566831
277	130532	4564870
278	130954	4562758
279	131361	4560117
280	131804	4558732
281	132161	4554428
282	132697	4556262
283	133199	4556931
284	133819	4561594
285	134262	4560217
286	134836	4563303
287	135207	4559492
288	135648	4558063
289	136103	4557108
290	136666	4559772
291	137079	4557423
292	137464	4554160
293	137906	4552781
294	138381	4552504
295	138799	4550387
296	139274	4550088
297	139768	4550444
298	140202	4548845
299	140672	4548418
300	141095	4546451
301	141559	4545845
302	142015	4544951
303	142445	4543263
304	142986	4545091
305	143397	4542794
306	143848	4541784
307	144290	4540467
308	144733	4539205
309	145297	4541719
310	145754	4540889
311	146277	4542107
312	146750	4541778
313	147334	4544833
314	147803	4544381
315	148251	4543243
316	148788	4544840
317	149397	4548645
318	149850	4547643
319	150279	4545948
320	150797	4546933
321	151276	4546737
322	151794	4547711
323	152231	4546266
324	152592	4542565
325	152982	4539745
326	153476	4540003
327	153923	4538874
328	154297	4535583
329	154812	4536486
330	155206	4533814
331	155609	4531426
332	156145	4532912
333	156585	4531597
334	156997	4529494
335	157509	4530279
336	157955	4529162
337	158455	4529575
338	158946	4529745
339	159478	4531077
340	159915	4529676
341	160332	4527747
342	160839	4528365
343	161367	4529556
344	161858	4529704
345	162358	4530070
346	162757	4527647
347	163133	4524614
348	163599	4524068
349	164059	4523367
350	164536	4523100
351	165063	4524243
352	165491	4522640
353	165909	4520790
354	166319	4518732
355	166786	4518214
356	167181	4515778
357	167547	4512559
358	167960	4510595
359	168434	4510295
360	168862	4508768
361	169335	4508443
362	169821	4508458
363	170364	4509974
364	170770	4507883
365	171241	4507485
366	171683	4506341
367	172302	4509835
368	172800	4510142
369	173306	4510662
370	173721	4508796
371	174181	4508126
372	174636	4507316
373	175023	4504756
374	175424	4502569
375	175821	4500282
376	176272	4499389
377	176793	4500283
378	177304	4500908
379	177763	4500228
380	178213	4499303
381	178679	4498796
382	179192	4499453
383	179574	4496832
384	179975	4494705
385	180482	4495227
386	180986	4495661
387	181479	4495824
388	181904	4494306
389	182332	4492854
390	182766	4491574
391	183298	4492676
392	183766	4492231
393	184297	4493309
394	184754	4492586
395	185217	4491990
396	185713	4492208
397	186091	4489562
398	186487	4487394
399	187011	4488276
400	187489	4488057
401	188037	4489506
402	188487	4488622
403	188950	4488030
404	189376	4486581
405	189812	4485361
406	190230	4483738
407	190622	4481509
408	191121	4481784
409	191540	4480177
410	192051	4480731
411	192460	4478911
412	192997	4480055
413	193502	4480478
414	194090	4482779
415	194555	4482264
416	195090	4483329
417	195617	4484235
418	196126	4484704
419	196656	4485638
420	197120	4485069
421	197559	4483934
422	198025	4483432
423	198496	4483022
424	198916	4481479
425	199273	4478514
426	199690	4476891
427	200185	4477044
428	200573	4474797
429	200987	4473141
430	201539	4474541
431	201961	4473079
432	202401	4471992
433	202911	4472460
434	203433	4473209
435	204023	4475419
436	204500	4475139
437	204918	4473591
438	205522	4476072
439	206025	4476378
440	206472	4475438
441	206861	4473265
442	207328	4472775
443	207780	4471962
444	208182	4470080
445	208588	4468282
446	208975	4466096
447	209375	4464176
448	209911	4465185
449	210381	4464763
450	210866	4464659
451	211260	4462639
452	211666	4460888
453	212226	4462375
454	212767	4463440
455	213149	4461176
456	213598	4460334
457	214045	4459441
458	214432	4457294
459	214896	4456767
460	215285	4454675
461	215724	4453635
462	216139	4452104
463	216700	4453577
464	217053	4450769
465	217473	4449342
466	217839	4446815
467	218254	4445301
468	218777	4445990
469	219240	4445453
470	219709	4445039
471	220089	4442825
472	220543	4442111
473	221037	4442193
474	221491	4441487
475	221889	4439656
476	222286	4437807
477	222650	4435313
478	223107	4434671
479	223631	4435365
480	224166	4436251
481	224696	4437056
482	225107	4435507
483	225518	4433951
484	225987	4433546
485	226528	4434543
486	226986	4433928
487	227424	4432908
488	228039	4435352
489	228831	4441200
490	229653	4447612
491	230530	4455042
492	231591	4466005
493	232418	4472412
494	233277	4479393
495	234466	4492689
496	235343	4499930
497	236163	4506067
498	236948	4511520
499	237778	4517783
500	238769	4527089
501	239567	4532689
502	240340	4537793
503	241195	4544438
504	242189	4553645
505	242901	4557527
506	243633	4561754
507	244537	4569192
508	245122	4570643
509	245535	4568877
510	245927	4566738
511	246308	4564407
512	246726	4562755
513	247158	4561376
514	247622	4560586
515	247999	4558196
516	248406	4556369
517	248913	4556362
518	249338	4554869
519	249820	4554412
520	250218	4552434
521	250587	4549946
522	251017	4548559
523	251461	4547428
524	251887	4545966
525	252385	4545811
526	252803	4544227
527	253285	4543784
528	253672	4541643
529	254068	4539671
530	254467	4537766
531	255019	4538582
532	255454	4537309
533	255938	4536924
534	256361	4535443
535	256833	4534841
536	257290	4533961
537	257780	4533674
538	258174	4531707
539	258633	4530874
540	259070	4529664
541	259503	4528376
542	259878	4526097
543	260300	4524635
544	260842	4525255
545	261456	4527127
546	261832	4524865
547	262307	4524332
548	262802	4524133
549	263341	4524683
550	263794	4523758
551	264330	4524263
552	264827	4524097
553	265205	4521905
554	265730	4522209
555	266126	4520320
556	266567	4519200
557	267028	4518431
558	267463	4517221
559	267942	4516744
560	268444	4516668
561	268920	4516135
562	269384	4515419
563	269863	4514946
564	270272	4513313
565	270764	4513062
566	271221	4512227
567	271698	4511729
568	272081	4509659
569	272454	4507443
570	272939	4507090
571	273439	4506973
572	273918	4506516
573	274326	4504886
574	274756	4503616
575	275117	4501220
576	275533	4499738
577	276033	4499633
578	276463	4498380
579	276938	4497866
580	277475	4498350
581	277855	4496296
582	278243	4494373
583	278738	4494185
584	279108	4491975
585	279680	4493028
586	280123	4491992
587	280584	4491263
588	281023	4490177
589	281435	4488656
590	281895	4487916
591	282270	4485813
592	282763	4485597
593	283206	4484576
594	283604	4482863
595	284156	4483568
596	284561	4481955
597	284924	4479696
598	285437	4479803
599	285860	4478473
600	286415	4479234
601	286865	4478349
602	287256	4476532
603	287641	4474637
604	288090	4473742
605	288551	4473026
606	289042	4472773
607	289521	4472341
608	289937	4470938
609	290388	4470084
610	290815	4468848
611	291254	4467804
612	291776	4468038
613	292313	4468487
614	292718	4466927
615	293123	4465368
616	293500	4463390
617	293931	4462246
618	294445	4462341
619	294939	4462141
620	295354	4460763
621	295753	4459132
622	296183	4457966
623	296708	4458240
624	297218	4458274
625	297572	4455980
626	298057	4455643
627	298489	4454531
628	298893	4452990
629	299444	4453638
630	300062	4455280
631	300551	4455004
632	301036	4454668
633	301579	4455198
634	301987	4453723
635	302411	4452485
636	302888	4452026
637	303425	4452466
638	303814	4450721
639	304322	4450722
640	304818	4450533
641	305343	4450783
642	305787	4449844
643	306273	4449520
644	306702	4448373
645	307194	4448140
646	307609	4446791
647	307987	4444901
648	308610	4446563
649	309079	4445989
650	309514	4444938
651	310108	4446159
652	310567	4445441
653	311038	4444899
654	311525	4444583
655	312010	4444249
656	312418	4442806
657	312888	4442257
658	313315	4441095
659	313709	4439469
660	314149	4438496
661	314582	4437415
662	315039	4436684
663	315594	4437337
664	316081	4437022
665	316514	4435959
666	316945	4434854
667	317363	4433581
668	317854	4433327
669	318309	4432579
670	318718	4431182
671	319192	4430697
672	319672	4430289
673	320102	4429187
674	320460	4427099
675	320923	4426463
676	321433	4426474
677	321853	4425243
678	322367	4425308
679	322839	4424796
680	323293	4424036
681	323764	4423519
682	324247	4423155
683	324686	4422192
684	325143	4421472
685	325578	4420462
686	326025	4419620
687	326454	4418526
688	327058	4419805
689	327483	4418658
690	327954	4418134
691	328412	4417433
692	328843	4416367
693	329270	4415267
694	329826	4415884
695	330177	4413747
696	330663	4413431
697	331081	4412203
698	331623	4412633
699	332171	4413141
700	332684	4413173
701	333186	4413064
702	333638	4412284
703	334207	4413054
704	334649	4412150
705	335135	4411828
706	335572	4410856
707	335975	4409439
708	336469	4409219
709	336962	4408994
710	337376	4407727
711	337921	4408170
712	338401	4407765
713	338835	4406755
714	339277	4405861
715	339722	4405010
716	340247	4405180
717	340681	4404185
718	341140	4403517
719	341578	4402570
720	342018	4401647
721	342595	4402500
722	343205	4403753
723	343618	4402494
724	344039	4401327
725	344503	4400725
726	344947	4399855
727	345414	4399295
728	345902	4398993
729	346368	4398409
730	346793	4397298
731	347250	4396604
732	347654	4395247
733	348062	4393937
734	348449	4392363
735	348870	4391221
736	349279	4389928
737	349737	4389247
738	350128	4387742
739	350593	4387153
740	351087	4386939
741	351509	4385818
742	351966	4385136
743	352456	4384856
744	352951	4384656
745	353385	4383688
746	353830	4382854
747	354376	4383276
748	354769	4381807
749	355204	4380860
750	355670	4380286
751	356215	4380689
752	356665	4379922
753	357091	4378870
754	357564	4378386
755	358030	4377821
756	358473	4376979
757	358864	4375498
758	359338	4375028
759	359751	4373817
760	360271	4373908
761	360692	4372806
762	361106	4371613
763	361551	4370796
764	362004	4370081
765	362439	4369141
766	362938	4368979
767	363428	4368715
768	363890	4368110
769	364248	4366246
770	364662	4365076
771	365126	4364495
772	365528	4363168
773	366035	4363099
774	366529	4362881
775	366959	4361903
776	367356	4360527
777	367787	4359556
778	368241	4358859
779	368648	4357610
780	369092	4356804
781	369536	4355988
782	369937	4354680
783	370368	4353714
784	370825	4353064
785	371227	4351766
786	371709	4351411
787	372115	4350157
788	372576	4349564
789	372954	4347984
790	373456	4347858
791	373998	4348210
792	374506	4348144
793	374936	4347181
794	375303	4345490
795	375806	4345375
796	376290	4345043
797	376764	4344596
798	377181	4343488
799	377681	4343336
800	378110	4342371
801	378655	4342732
802	379126	4342251
803	379601	4341813
804	380110	4341755
805	380495	4340291
806	381019	4340409
807	381471	4339705
808	381909	4338852
809	382430	4338929
810	382868	4338074
811	383298	4337122
812	383778	4336743
813	384197	4335669
814	384724	4335818
815	385198	4335369
816	385662	4334804
817	386089	4333835
818	386510	4332789
819	387063	4333226
820	387516	4332538
821	387921	4331318
822	388420	4331147
823	388850	4330209
824	389222	4328627
825	389669	4327874
826	390058	4326486
827	390499	4325673
828	390970	4325196
829	391374	4323984
830	391769	4322660
831	392177	4321496
832	392651	4321051
833	393130	4320666
834	393577	4319924
835	394008	4319014
836	394496	4318728
837	394900	4317518
838	395329	4316581
839	395772	4315806
840	396317	4316137
841	396750	4315250
842	397165	4314172
843	397528	4312520
844	398074	4312868
845	398469	4311572
846	399014	4311900
847	399395	4310459
848	399831	4309605
849	400342	4309574
850	400855	4309551
851	401341	4309244
852	401736	4307951
853	402205	4307464
854	402688	4307113
855	403197	4307055
856	403640	4306286
857	404072	4305397
858	404558	4305089
859	405052	4304862
860	405555	4304728
861	405946	4303414
862	406407	4302833
863	406771	4301227
864	407186	4300170
865	407683	4299982
866	408120	4299152
867	408542	4298168
868	408957	4297115
869	409326	4295572
870	409711	4294210
871	410139	4293289
872	410575	4292463
873	411013	4291662
874	411505	4291411
875	411972	4290905
876	412447	4290492
877	412895	4289784
878	413360	4289261
879	413836	4288847
880	414289	4288204
881	414726	4287383
882	415244	4287414
883	415686	4286653
884	416170	4286322
885	416632	4285768
886	417044	4284692
887	417433	4283398
888	417910	4282994
889	418319	4281903
890	418719	4280710
891	419163	4279979
892	419683	4280018
893	420153	4279554
894	420573	4278571
895	420942	4277080
896	421379	4276278
897	421833	4275648
898	422253	4274674
899	422692	4273895
900	423182	4273621
901	423608	4272720
902	424034	4271810
903	424544	4271743
904	424940	4270534
905	425344	4269402
906	425763	4268436
907	426157	4267211
908	426672	4267195
909	427098	4266289
910	427568	4265826
911	428048	4265468
912	428508	4264905
913	428945	4264107
914	429348	4262980
915	429853	4262868
916	430278	4261959
917	430719	4261213
918	431159	4260457
919	431599	4259701
920	432136	4259899
921	432501	4258405
922	432949	4257728
923	433386	4256940
924	433782	4255758
925	434198	4254772
926	434707	4254691
927	435161	4254076
928	435555	4252877
929	436034	4252507
930	436391	4250947
931	436785	4249750
932	437359	4250311
933	437834	4249899
934	438326	4249653
935	438740	4248661
936	439273	4248807
937	439662	4247569
938	440136	4247149
939	440576	4246407
940	440973	4245252
941	441355	4243946
942	441843	4243661
943	442295	4243041
944	442856	4243453
945	443343	4243164
946	443804	4242622
947	444198	4241443
948	444656	4240866
949	445124	4240392
950	445553	4239554
951	446021	4239078
952	446457	4238299
953	446983	4238379
954	447391	4237332
955	447844	4236721
956	448280	4235945
957	448838	4236320
958	449341	4236181
959	449927	4236820
960	450362	4236035
961	450806	4235330
962	451190	4234073
963	451694	4233928
964	452134	4233193
965	452634	4233021
966	453062	4232178
967	453465	4231094
968	453861	4229948
969	454270	4228929
970	454652	4227657
971	455168	4227637
972	455636	4227160
973	456174	4227341
974	456642	4226869
975	457116	4226453
976	457590	4226034
977	458022	4225230
978	458439	4224289
979	458900	4223753
980	459297	4222638
981	459726	4221805
982	460167	4221091
983	460567	4219992
984	460994	4219149
985	461420	4218304
986	461947	4218375
987	462371	4217500
988	462769	4216394
989	463181	4215424
990	463780	4216140
991	464216	4215381
992	464683	4214912
993	465111	4214079
994	465588	4213695
995	466136	4213947
996	466636	4213768
997	467011	4212466
998	467458	4211806
999	467924	4211320
1000	468459	4211455
1001	468839	4210196
1002	469264	4209348
1003	469751	4209049
1004	470133	4207809
1005	470631	4207618
1006	471033	4206561
1007	471438	4205529
1008	471921	4205199
1009	472346	4204350
1010	472754	4203356
1011	473181	4202529
1012	473612	4201735
1013	474018	4200719
1014	474389	4199400
1015	474738	4197887
1016	475172	4197123
1017	475549	4195864
1018	476057	4195752
1019	476525	4195289
1020	477074	4195541
1021	477554	4195189
1022	477926	4193887
1023	478315	4192734
1024	478706	4191604
1025	479200	4191366
1026	479653	4190777
1027	480168	4190733
1028	480629	4190210
1029	481098	4189757
1030	481560	4189249
1031	482029	4188801
1032	482468	4188089
1033	482874	4187094
1034	483315	4186399
1035	483726	4185450
1036	484150	4184607
1037	484558	4183631
1038	484993	4182890
1039	485480	4182597
1040	485977	4182395
1041	486468	4182136
1042	486959	4181872
1043	487337	4180646
1044	487836	4180456
1045	488273	4179730
1046	488669	4178661
1047	489229	4178988
1048	489680	4178391
1049	490146	4177917
1050	490583	4177190
1051	491083	4177011
1052	491539	4176448
1053	492042	4176290
1054	492511	4175839
1055	492942	4175071
1056	493414	4174648
1057	493861	4174017
1058	494333	4173594
1059	494812	4173233
1060	495203	4172122
1061	495632	4171339
1062	496117	4171030
1063	496682	4171387
1064	497155	4170972
1065	497647	4170712
1066	498112	4170231
1067	498570	4169690
1068	499044	4169289
1069	499429	4168132
1070	499917	4167844
1071	500357	4167156
1072	500938	4167642
1073	501405	4167174
1074	501843	4166469
1075	502327	4166146
1076	502722	4165078
1077	503163	4164398
1078	503607	4163747
1079	504101	4163502
1080	504577	4163114
1081	505077	4162925
1082	505608	4162984
1083	505964	4161603
1084	506409	4160961
1085	506799	4159865
1086	507390	4160418
1087	507838	4159798
1088	508294	4159238
1089	508774	4158880
1090	509160	4157752
1091	509643	4157420
1092	510135	4157164
1093	510625	4156882
1094	511142	4156829
1095	511611	4156380
1096	512209	4156977
1097	512659	4156369
1098	513090	4155611
1099	513644	4155849
1100	514086	4155179
1101	514480	4154124
1102	514919	4153435
1103	515374	4152875
1104	515791	4152003
1105	516187	4150972
1106	516651	4150478
1107	517122	4150051
1108	517678	4150296
1109	518079	4149301
1110	518711	4150156
1111	519251	4150279
1112	519677	4149483
1113	520088	4148566
1114	520627	4148678
1115	521154	4148685
1116	521630	4148294
1117	522104	4147880
1118	522558	4147314
1119	522976	4146453
1120	523371	4145421
1121	523767	4144391
1122	524178	4143482
1123	524630	4142897
1124	525077	4142281
1125	525700	4143040
1126	526146	4142414
1127	526565	4141568
1128	527006	4140894
1129	527454	4140285
1130	527935	4139930
1131	528340	4138979
1132	528729	4137899
1133	529298	4138240
1134	529705	4137300
1135	530086	4136168
1136	530480	4135136
1137	531005	4135123
1138	531388	4134008
1139	531912	4133985
1140	532282	4132770
1141	532698	4131915
1142	533098	4130931
1143	533542	4130289
1144	533997	4129739
1145	534388	4128689
1146	534983	4129217
1147	535379	4128201
1148	535786	4127279
1149	536224	4126595
1150	536679	4126044
1151	537110	4125306
1152	537586	4124917
1153	538162	4125291
1154	538664	4125098
1155	539104	4124425
1156	539662	4124666
1157	540053	4123621
1158	540540	4123314
1159	541002	4122814
1160	541389	4121743
1161	541910	4121692
1162	542418	4121538
1163	542774	4120239
1164	543220	4119614
1165	543691	4119184
1166	544123	4118459
1167	544523	4117492
1168	545052	4117503
1169	545424	4116326
1170	545924	4116113
1171	546343	4115287
1172	546784	4114634
1173	547193	4113739
1174	547739	4113876
1175	548169	4113132
1176	548682	4113017
1177	549124	4112370
1178	549585	4111867
1179	549975	4110830
1180	550325	4109498
1181	550761	4108813
1182	551216	4108266
1183	551700	4107928
1184	552197	4107696
1185	552731	4107736
1186	553222	4107457
1187	553636	4106602
1188	554041	4105687
1189	554555	4105571
1190	555000	4104952
1191	555463	4104462
1192	555901	4103790
1193	556382	4103437
1194	556773	4102416
1195	557183	4101542
1196	557653	4101108
1197	558061	4100212
1198	558540	4099848
1199	558950	4098970
1200	559361	4098102
1201	559911	4098252
1202	560386	4097853
1203	560911	4097818
1204	561388	4097440
1205	561904	4097336
1206	562365	4096834
1207	562791	4096075
1208	563292	4095866
1209	563729	4095189
1210	564166	4094515
1211	564565	4093563
1212	565056	4093284
1213	565492	4092601
1214	565963	4092172
1215	566432	4091727
1216	566984	4091888
1217	567393	4091010
1218	567855	4090517
1219	568316	4090013
1220	568759	4089387
1221	569263	4089195
1222	569644	4088115
1223	570112	4087671
1224	570614	4087460
1225	571035	4086673
1226	571495	4086172
1227	571919	4085404
1228	572416	4085166
1229	572884	4084713
1230	573331	4084112
1231	573751	4083322
1232	574239	4083014
1233	574752	4082885
1234	575182	4082166
1235	575675	4081890
1236	576102	4081155
1237	576503	4080231
1238	576937	4079537
1239	577441	4079343
1240	577853	4078499
1241	578221	4077343
1242	578646	4076596
1243	579036	4075597
1244	579427	4074612
1245	579813	4073585
1246	580233	4072798
1247	580694	4072303
1248	581154	4071802
1249	581638	4071469
1250	582170	4071472
1251	582650	4071108
1252	583168	4071009
1253	583668	4070784
1254	584065	4069845
1255	584521	4069312
1256	584901	4068253
1257	585334	4067562
1258	585772	4066905
1259	586252	4066543
1260	586732	4066184
1261	587142	4065332
1262	587635	4065059
1263	588048	4064232
1264	588580	4064230
1265	588980	4063315
1266	589459	4062942
1267	589882	4062187
1268	590331	4061611
1269	590743	4060776
1270	591231	4060470
1271	591686	4059940
1272	592107	4059168
1273	592615	4058994
1274	593128	4058858
1275	593587	4058355
1276	593992	4057477
1277	594471	4057104
1278	594963	4056824
1279	595348	4055811
1280	595788	4055178
1281	596195	4054314
1282	596626	4053621
1283	597059	4052937
1284	597475	4052139
1285	597867	4051178
1286	598359	4050900
1287	598867	4050725
1288	599262	4049785
1289	599775	4049649
1290	600190	4048848
1291	600626	4048182
1292	601026	4047282
1293	601568	4047341
1294	601955	4046347
1295	602347	4045395
1296	602768	4044637
1297	603195	4043922
1298	603600	4043054
1299	603999	4042147
1300	604539	4042188
1301	604915	4041135
1302	605327	4040320
1303	605777	4039758
1304	606202	4039026
1305	606600	4038121
1306	607056	4037602
1307	607450	4036668
1308	607853	4035797
1309	608389	4035805
1310	608848	4035304
1311	609349	4035080
1312	609788	4034447
1313	610199	4033635
1314	610615	4032846
1315	611082	4032398
1316	611566	4032067
1317	612004	4031429
1318	612409	4030571
1319	612778	4029484
1320	613186	4028649
1321	613602	4027871
1322	614092	4027572
1323	614594	4027356
1324	615191	4027762
1325	615835	4028473
1326	616445	4028963
1327	617034	4029310
1328	617629	4029692
1329	618053	4028964
1330	618460	4028125
1331	618998	4028135
1332	619419	4027386
1333	619840	4026640
1334	620315	4026239
1335	620742	4025534
1336	621233	4025241
1337	621705	4024822
1338	622218	4024667
1339	622643	4023947
1340	623081	4023310
1341	623500	4022553
1342	623968	4022113
1343	624381	4021313
1344	624874	4021031
1345	625293	4020275
1346	625767	4019870
1347	626158	4018935
1348	626540	4017943
1349	627031	4017647
1350	627595	4017818
1351	628116	4017713
1352	628647	4017673
1353	629117	4017246
1354	629601	4016905
1355	630011	4016092
1356	630486	4015692
1357	630957	4015270
1358	631419	4014786
1359	631836	4014021
1360	632311	4013620
1361	632746	4012967
1362	633275	4012911
1363	633768	4012629
1364	634187	4011875
1365	634725	4011874
1366	635169	4011281
1367	635578	4010464
1368	636009	4009787
1369	636585	4010022
1370	637070	4009690
1371	637515	4009097
1372	637972	4008585
1373	638368	4007691
1374	638813	4007103
1375	639225	4006308
1376	639632	4005486
1377	640164	4005443
1378	640645	4005078
1379	641115	4004645
1380	641600	4004314
1381	642026	4003604
1382	642629	4004004
1383	643160	4003952
1384	643770	4004393
1385	644221	4003838
1386	644701	4003469
1387	645170	4003031
1388	645620	4002477
1389	646058	4001844
1390	646540	4001483
1391	646951	4000690
1392	647394	4000087
1393	647857	3999612
1394	648398	3999616
1395	648930	3999570
1396	649367	3998930
1397	649949	3999186
1398	650413	3998720
1399	651032	3999199
1400	651433	3998339
1401	651868	3997695
1402	652428	3997812
1403	652984	3997902
1404	653388	3997063
1405	653859	3996633
1406	654234	3995619
1407	654895	3996351
1408	655401	3996136
1409	655883	3995771
1410	656349	3995314
1411	656843	3995021
1412	657287	3994430
1413	657692	3993595
1414	658116	3992885
1415	658625	3992685
1416	659068	3992088
1417	659539	3991656
1418	660051	3991474
1419	660446	3990586
1420	660915	3990145
1421	661373	3989636
1422	661847	3989224
1423	662264	3988468
1424	662730	3988007
1425	663225	3987726
1426	663699	3987315
1427	664280	3987543
1428	664821	3987530
1429	665409	3987806
1430	665813	3986973
1431	666259	3986389
1432	666741	3986025
1433	667198	3985507
1434	667637	3984890
1435	668153	3984726
1436	668576	3984006
1437	669066	3983693
1438	669533	3983235
1439	669974	3982626
1440	670424	3982072
1441	670884	3981575
1442	671287	3980740
1443	671678	3979832
1444	672217	3979807
1445	672700	3979446
1446	673073	3978436
1447	673448	3977437
1448	673903	3976913
1449	674418	3976741
1450	674824	3975927
1451	675305	3975559
1452	675685	3974594
1453	676052	3973551
1454	676474	3972836
1455	676950	3972432
1456	677383	3971785
1457	677823	3971168
1458	678252	3970498
1459	678696	3969908
1460	679195	3969645
1461	679602	3968843
1462	680046	3968252
1463	680565	3968105
1464	681027	3967623
1465	681486	3967123
1466	681867	3966172
1467	682355	3965842
1468	682841	3965499
1469	683263	3964789
1470	683730	3964335
1471	684200	3963900
1472	684640	3963293
1473	685209	3963432
1474	685708	3963161
1475	686140	3962506
1476	686613	3962091
1477	687008	3961223
1478	687468	3960732
1479	687948	3960350
1480	688464	3960181
1481	688860	3959319
1482	689267	3958521
1483	689774	3958303
1484	690192	3957566
1485	690634	3956971
1486	691059	3956278
1487	691511	3955743
1488	691966	3955225
1489	692413	3954655
1490	692946	3954583
1491	693405	3954086
1492	693864	3953589
1493	694326	3953104
1494	694761	3952470
1495	695187	3951786
1496	695616	3951121
